Ee-scaffold615.g1	scaffold615.g1.t1
Ee-scaffold9062.g5	scaffold9062.g5.t2
Ee-scaffold9062.g5	scaffold9062.g5.t3
Ee-scaffold9062.g5	scaffold9062.g5.t4
Ee-scaffold9062.g6	scaffold9062.g6.t1
Ee-scaffold9062.g7	scaffold9062.g7.t1
Ee-scaffold9062.g7	scaffold9062.g7.t2
Ee-scaffold9062.g7	scaffold9062.g7.t3
Ee-scaffold7490.g1	scaffold7490.g1.t1
Ee-scaffold7490.g2	scaffold7490.g2.t1
Ee-scaffold7490.g3	scaffold7490.g3.t1
Ee-scaffold7490.g4	scaffold7490.g4.t1
Ee-scaffold7490.g5	scaffold7490.g5.t1
Ee-scaffold7490.g5	scaffold7490.g5.t2
Ee-scaffold7490.g5	scaffold7490.g5.t3
Ee-scaffold7490.g5	scaffold7490.g5.t4
Ee-scaffold7490.g6	scaffold7490.g6.t1
Ee-scaffold7490.g6	scaffold7490.g6.t2
Ee-scaffold7490.g7	scaffold7490.g7.t1
Ee-scaffold4951.g1	scaffold4951.g1.t1
Ee-scaffold4951.g2	scaffold4951.g2.t1
Ee-scaffold4951.g3	scaffold4951.g3.t1
Ee-scaffold4951.g4	scaffold4951.g4.t1
Ee-scaffold4951.g4	scaffold4951.g4.t2
Ee-scaffold4951.g5	scaffold4951.g5.t1
Ee-scaffold4951.g6	scaffold4951.g6.t1
Ee-scaffold19108.g1	scaffold19108.g1.t1
Ee-scaffold19108.g1	scaffold19108.g1.t2
Ee-scaffold19108.g2	scaffold19108.g2.t1
Ee-scaffold16553.g1	scaffold16553.g1.t1
Ee-scaffold16553.g1	scaffold16553.g1.t2
Ee-scaffold16553.g2	scaffold16553.g2.t1
Ee-scaffold16553.g3	scaffold16553.g3.t1
Ee-scaffold16553.g4	scaffold16553.g4.t1
Ee-scaffold16553.g5	scaffold16553.g5.t1
Ee-scaffold6.g1	scaffold6.g1.t1
Ee-scaffold6.g1	scaffold6.g1.t2
Ee-scaffold6.g2	scaffold6.g2.t1
Ee-scaffold6.g3	scaffold6.g3.t1
Ee-scaffold6.g3	scaffold6.g3.t2
Ee-scaffold8594.g1	scaffold8594.g1.t1
Ee-scaffold8594.g2	scaffold8594.g2.t1
Ee-scaffold8594.g3	scaffold8594.g3.t1
Ee-scaffold8594.g4	scaffold8594.g4.t1
Ee-scaffold8594.g5	scaffold8594.g5.t1
Ee-scaffold8594.g6	scaffold8594.g6.t1
Ee-scaffold8594.g7	scaffold8594.g7.t1
Ee-scaffold8594.g8	scaffold8594.g8.t1
Ee-scaffold8594.g9	scaffold8594.g9.t1
Ee-scaffold15072.g1	scaffold15072.g1.t1
Ee-scaffold15072.g1	scaffold15072.g1.t2
Ee-scaffold15072.g1	scaffold15072.g1.t3
Ee-scaffold15072.g2	scaffold15072.g2.t1
Ee-scaffold15072.g2	scaffold15072.g2.t2
Ee-scaffold15072.g2	scaffold15072.g2.t3
Ee-scaffold15072.g3	scaffold15072.g3.t1
Ee-scaffold15072.g4	scaffold15072.g4.t1
Ee-scaffold9607.g1	scaffold9607.g1.t1
Ee-scaffold9607.g2	scaffold9607.g2.t1
Ee-scaffold9607.g2	scaffold9607.g2.t2
Ee-scaffold8002.g1	scaffold8002.g1.t1
Ee-scaffold8002.g1	scaffold8002.g1.t2
Ee-scaffold8002.g2	scaffold8002.g2.t1
Ee-scaffold13441.g1	scaffold13441.g1.t1
Ee-scaffold13441.g2	scaffold13441.g2.t1
Ee-scaffold13441.g3	scaffold13441.g3.t1
Ee-scaffold13441.g4	scaffold13441.g4.t1
Ee-scaffold13441.g5	scaffold13441.g5.t1
Ee-scaffold13441.g6	scaffold13441.g6.t1
Ee-scaffold9778.g1	scaffold9778.g1.t1
Ee-scaffold9778.g1	scaffold9778.g1.t2
Ee-scaffold9778.g1	scaffold9778.g1.t3
Ee-scaffold9778.g1	scaffold9778.g1.t4
Ee-scaffold9778.g1	scaffold9778.g1.t5
Ee-scaffold9778.g2	scaffold9778.g2.t1
Ee-scaffold9778.g3	scaffold9778.g3.t1
Ee-scaffold9778.g3	scaffold9778.g3.t2
Ee-scaffold9778.g4	scaffold9778.g4.t1
Ee-scaffold9778.g4	scaffold9778.g4.t2
Ee-scaffold9778.g5	scaffold9778.g5.t1
Ee-scaffold9778.g6	scaffold9778.g6.t1
Ee-scaffold9306.g1	scaffold9306.g1.t1
Ee-scaffold9306.g2	scaffold9306.g2.t1
Ee-scaffold5635.g1	scaffold5635.g1.t1
Ee-scaffold5635.g1	scaffold5635.g1.t2
Ee-scaffold5635.g2	scaffold5635.g2.t1
Ee-scaffold5635.g3	scaffold5635.g3.t1
Ee-scaffold5635.g4	scaffold5635.g4.t1
Ee-scaffold5635.g5	scaffold5635.g5.t1
Ee-scaffold5635.g6	scaffold5635.g6.t1
Ee-scaffold5635.g7	scaffold5635.g7.t1
Ee-scaffold5635.g8	scaffold5635.g8.t1
Ee-scaffold5635.g9	scaffold5635.g9.t1
Ee-scaffold17585.g1	scaffold17585.g1.t1
Ee-scaffold17585.g2	scaffold17585.g2.t1
Ee-scaffold17585.g3	scaffold17585.g3.t1
Ee-scaffold1928.g1	scaffold1928.g1.t1
Ee-scaffold1928.g2	scaffold1928.g2.t1
Ee-scaffold1928.g2	scaffold1928.g2.t2
Ee-scaffold1928.g3	scaffold1928.g3.t1
Ee-scaffold1928.g4	scaffold1928.g4.t1
Ee-scaffold1928.g5	scaffold1928.g5.t1
Ee-scaffold1928.g6	scaffold1928.g6.t1
Ee-scaffold1928.g7	scaffold1928.g7.t1
Ee-scaffold1928.g8	scaffold1928.g8.t1
Ee-scaffold5935.g1	scaffold5935.g1.t1
Ee-scaffold5935.g2	scaffold5935.g2.t1
Ee-scaffold5935.g3	scaffold5935.g3.t1
Ee-scaffold5935.g4	scaffold5935.g4.t1
Ee-scaffold5935.g5	scaffold5935.g5.t1
Ee-scaffold14989.g1	scaffold14989.g1.t1
Ee-scaffold14989.g2	scaffold14989.g2.t1
Ee-scaffold14989.g3	scaffold14989.g3.t1
Ee-scaffold14989.g4	scaffold14989.g4.t1
Ee-scaffold14989.g5	scaffold14989.g5.t1
Ee-scaffold14211.g1	scaffold14211.g1.t1
Ee-scaffold6995.g1	scaffold6995.g1.t1
Ee-scaffold6995.g2	scaffold6995.g2.t1
Ee-scaffold6995.g3	scaffold6995.g3.t1
Ee-scaffold6995.g4	scaffold6995.g4.t1
Ee-scaffold6995.g4	scaffold6995.g4.t2
Ee-scaffold6995.g5	scaffold6995.g5.t1
Ee-scaffold6995.g5	scaffold6995.g5.t2
Ee-scaffold1700.g1	scaffold1700.g1.t1
Ee-scaffold1700.g2	scaffold1700.g2.t1
Ee-scaffold1700.g3	scaffold1700.g3.t1
Ee-scaffold1700.g3	scaffold1700.g3.t2
Ee-scaffold1700.g3	scaffold1700.g3.t3
Ee-scaffold1700.g3	scaffold1700.g3.t4
Ee-scaffold1700.g4	scaffold1700.g4.t1
Ee-scaffold1700.g5	scaffold1700.g5.t1
Ee-scaffold1700.g6	scaffold1700.g6.t1
Ee-scaffold1700.g6	scaffold1700.g6.t2
Ee-scaffold1700.g7	scaffold1700.g7.t1
Ee-scaffold1700.g8	scaffold1700.g8.t1
Ee-scaffold5642.g1	scaffold5642.g1.t1
Ee-scaffold5642.g2	scaffold5642.g2.t1
Ee-scaffold5642.g3	scaffold5642.g3.t1
Ee-scaffold5642.g4	scaffold5642.g4.t1
Ee-scaffold5642.g4	scaffold5642.g4.t2
Ee-scaffold5642.g5	scaffold5642.g5.t1
Ee-scaffold5642.g5	scaffold5642.g5.t2
Ee-scaffold5642.g6	scaffold5642.g6.t1
Ee-scaffold5642.g7	scaffold5642.g7.t1
Ee-scaffold5642.g8	scaffold5642.g8.t1
Ee-scaffold5642.g9	scaffold5642.g9.t1
Ee-scaffold5642.g10	scaffold5642.g10.t1
Ee-scaffold14421.g1	scaffold14421.g1.t1
Ee-scaffold3978.g1	scaffold3978.g1.t1
Ee-scaffold3978.g2	scaffold3978.g2.t1
Ee-scaffold3978.g3	scaffold3978.g3.t1
Ee-scaffold3978.g4	scaffold3978.g4.t1
Ee-scaffold3978.g5	scaffold3978.g5.t1
Ee-scaffold3978.g6	scaffold3978.g6.t1
Ee-scaffold3978.g7	scaffold3978.g7.t1
Ee-scaffold3978.g8	scaffold3978.g8.t1
Ee-scaffold25349.g1	scaffold25349.g1.t1
Ee-scaffold25349.g1	scaffold25349.g1.t2
Ee-scaffold25349.g2	scaffold25349.g2.t1
Ee-scaffold25349.g3	scaffold25349.g3.t1
Ee-scaffold25349.g4	scaffold25349.g4.t1
Ee-scaffold25349.g4	scaffold25349.g4.t2
Ee-scaffold25349.g5	scaffold25349.g5.t1
Ee-scaffold25349.g5	scaffold25349.g5.t2
Ee-scaffold25349.g6	scaffold25349.g6.t1
Ee-scaffold25349.g7	scaffold25349.g7.t1
Ee-scaffold2173.g1	scaffold2173.g1.t1
Ee-scaffold2173.g1	scaffold2173.g1.t2
Ee-scaffold2173.g1	scaffold2173.g1.t3
Ee-scaffold2173.g2	scaffold2173.g2.t1
Ee-scaffold2173.g3	scaffold2173.g3.t1
Ee-scaffold2173.g4	scaffold2173.g4.t1
Ee-scaffold2173.g5	scaffold2173.g5.t1
Ee-scaffold2173.g6	scaffold2173.g6.t1
Ee-scaffold2173.g6	scaffold2173.g6.t2
Ee-scaffold2173.g6	scaffold2173.g6.t3
Ee-scaffold2173.g7	scaffold2173.g7.t1
Ee-scaffold2173.g8	scaffold2173.g8.t1
Ee-scaffold2173.g9	scaffold2173.g9.t1
Ee-scaffold2173.g10	scaffold2173.g10.t1
Ee-scaffold2173.g11	scaffold2173.g11.t1
Ee-scaffold616.g1	scaffold616.g1.t1
Ee-scaffold616.g2	scaffold616.g2.t1
Ee-scaffold616.g3	scaffold616.g3.t1
Ee-scaffold616.g3	scaffold616.g3.t2
Ee-scaffold616.g4	scaffold616.g4.t1
Ee-scaffold21530.g1	scaffold21530.g1.t1
Ee-scaffold21530.g2	scaffold21530.g2.t1
Ee-scaffold8989.g1	scaffold8989.g1.t1
Ee-scaffold8989.g2	scaffold8989.g2.t1
Ee-scaffold8989.g2	scaffold8989.g2.t2
Ee-scaffold2387.g1	scaffold2387.g1.t1
Ee-scaffold2387.g2	scaffold2387.g2.t1
Ee-scaffold2387.g2	scaffold2387.g2.t2
Ee-scaffold2387.g3	scaffold2387.g3.t1
Ee-scaffold2387.g3	scaffold2387.g3.t2
Ee-scaffold2387.g4	scaffold2387.g4.t1
Ee-scaffold2387.g4	scaffold2387.g4.t2
Ee-scaffold2387.g4	scaffold2387.g4.t3
Ee-scaffold2387.g5	scaffold2387.g5.t1
Ee-scaffold2387.g6	scaffold2387.g6.t1
Ee-scaffold2387.g6	scaffold2387.g6.t2
Ee-scaffold3539.g1	scaffold3539.g1.t1
Ee-scaffold3539.g2	scaffold3539.g2.t1
Ee-scaffold3539.g3	scaffold3539.g3.t1
Ee-scaffold3539.g4	scaffold3539.g4.t1
Ee-scaffold7756.g1	scaffold7756.g1.t1
Ee-scaffold7756.g2	scaffold7756.g2.t1
Ee-scaffold7756.g3	scaffold7756.g3.t1
Ee-scaffold7756.g4	scaffold7756.g4.t1
Ee-scaffold7756.g5	scaffold7756.g5.t1
Ee-scaffold7756.g5	scaffold7756.g5.t2
Ee-scaffold6350.g1	scaffold6350.g1.t1
Ee-scaffold6350.g2	scaffold6350.g2.t1
Ee-scaffold6350.g3	scaffold6350.g3.t1
Ee-scaffold6350.g3	scaffold6350.g3.t2
Ee-scaffold1236.g1	scaffold1236.g1.t1
Ee-scaffold1236.g2	scaffold1236.g2.t1
Ee-scaffold1236.g3	scaffold1236.g3.t1
Ee-scaffold1778.g1	scaffold1778.g1.t1
Ee-scaffold1749.g1	scaffold1749.g1.t1
Ee-scaffold1749.g2	scaffold1749.g2.t1
Ee-scaffold1749.g2	scaffold1749.g2.t2
Ee-scaffold1749.g3	scaffold1749.g3.t1
Ee-scaffold1749.g3	scaffold1749.g3.t2
Ee-scaffold1749.g3	scaffold1749.g3.t3
Ee-scaffold1749.g4	scaffold1749.g4.t1
Ee-scaffold1749.g4	scaffold1749.g4.t2
Ee-scaffold1749.g5	scaffold1749.g5.t1
Ee-scaffold1749.g6	scaffold1749.g6.t1
Ee-scaffold1749.g7	scaffold1749.g7.t1
Ee-scaffold1749.g8	scaffold1749.g8.t1
Ee-scaffold1749.g8	scaffold1749.g8.t2
Ee-scaffold1749.g9	scaffold1749.g9.t1
Ee-scaffold1749.g10	scaffold1749.g10.t1
Ee-scaffold1749.g10	scaffold1749.g10.t2
Ee-scaffold1749.g11	scaffold1749.g11.t1
Ee-scaffold1749.g11	scaffold1749.g11.t2
Ee-scaffold13461.g1	scaffold13461.g1.t1
Ee-scaffold1075.g1	scaffold1075.g1.t1
Ee-scaffold1075.g2	scaffold1075.g2.t1
Ee-scaffold1075.g2	scaffold1075.g2.t2
Ee-scaffold1075.g3	scaffold1075.g3.t1
Ee-scaffold1075.g3	scaffold1075.g3.t2
Ee-scaffold1075.g3	scaffold1075.g3.t3
Ee-scaffold1075.g3	scaffold1075.g3.t4
Ee-scaffold1075.g4	scaffold1075.g4.t1
Ee-scaffold6370.g1	scaffold6370.g1.t1
Ee-scaffold6370.g1	scaffold6370.g1.t2
Ee-scaffold6370.g2	scaffold6370.g2.t1
Ee-scaffold6370.g3	scaffold6370.g3.t1
Ee-scaffold6370.g4	scaffold6370.g4.t1
Ee-scaffold6370.g5	scaffold6370.g5.t1
Ee-scaffold6370.g6	scaffold6370.g6.t1
Ee-scaffold6370.g7	scaffold6370.g7.t1
Ee-scaffold5846.g1	scaffold5846.g1.t1
Ee-scaffold5846.g2	scaffold5846.g2.t1
Ee-scaffold5846.g2	scaffold5846.g2.t2
Ee-scaffold5846.g2	scaffold5846.g2.t3
Ee-scaffold5846.g2	scaffold5846.g2.t4
Ee-scaffold5846.g2	scaffold5846.g2.t5
Ee-scaffold5846.g3	scaffold5846.g3.t1
Ee-scaffold5846.g3	scaffold5846.g3.t2
Ee-scaffold5846.g3	scaffold5846.g3.t3
Ee-scaffold7931.g1	scaffold7931.g1.t1
Ee-scaffold7931.g2	scaffold7931.g2.t1
Ee-scaffold7931.g2	scaffold7931.g2.t2
Ee-scaffold7931.g3	scaffold7931.g3.t1
Ee-scaffold7931.g4	scaffold7931.g4.t1
Ee-scaffold7931.g5	scaffold7931.g5.t1
Ee-scaffold7931.g6	scaffold7931.g6.t1
Ee-scaffold6636.g1	scaffold6636.g1.t1
Ee-scaffold6636.g2	scaffold6636.g2.t1
Ee-scaffold6636.g3	scaffold6636.g3.t1
Ee-scaffold6636.g4	scaffold6636.g4.t1
Ee-scaffold6636.g5	scaffold6636.g5.t1
Ee-scaffold6636.g6	scaffold6636.g6.t1
Ee-scaffold6636.g7	scaffold6636.g7.t1
Ee-scaffold17340.g1	scaffold17340.g1.t1
Ee-scaffold17340.g2	scaffold17340.g2.t1
Ee-scaffold17340.g3	scaffold17340.g3.t1
Ee-scaffold17340.g4	scaffold17340.g4.t1
Ee-scaffold17340.g5	scaffold17340.g5.t1
Ee-scaffold18534.g1	scaffold18534.g1.t1
Ee-scaffold18534.g2	scaffold18534.g2.t1
Ee-scaffold18534.g3	scaffold18534.g3.t1
Ee-scaffold18534.g3	scaffold18534.g3.t2
Ee-scaffold18534.g4	scaffold18534.g4.t1
Ee-scaffold18534.g4	scaffold18534.g4.t2
Ee-scaffold18534.g4	scaffold18534.g4.t3
Ee-scaffold18534.g5	scaffold18534.g5.t1
Ee-scaffold18534.g5	scaffold18534.g5.t2
Ee-scaffold8193.g1	scaffold8193.g1.t1
Ee-scaffold8193.g2	scaffold8193.g2.t1
Ee-scaffold8193.g3	scaffold8193.g3.t1
Ee-scaffold8193.g4	scaffold8193.g4.t1
Ee-scaffold9540.g1	scaffold9540.g1.t1
Ee-scaffold9540.g2	scaffold9540.g2.t1
Ee-scaffold9540.g3	scaffold9540.g3.t1
Ee-scaffold9540.g4	scaffold9540.g4.t1
Ee-scaffold9540.g4	scaffold9540.g4.t2
Ee-scaffold9540.g5	scaffold9540.g5.t1
Ee-scaffold9540.g5	scaffold9540.g5.t2
Ee-scaffold9540.g6	scaffold9540.g6.t1
Ee-scaffold9540.g7	scaffold9540.g7.t1
Ee-scaffold11979.g1	scaffold11979.g1.t1
Ee-scaffold11979.g1	scaffold11979.g1.t2
Ee-scaffold11979.g1	scaffold11979.g1.t3
Ee-scaffold11979.g1	scaffold11979.g1.t4
Ee-scaffold11979.g2	scaffold11979.g2.t1
Ee-scaffold11979.g3	scaffold11979.g3.t1
Ee-scaffold11979.g3	scaffold11979.g3.t2
Ee-scaffold11979.g3	scaffold11979.g3.t3
Ee-scaffold14998.g1	scaffold14998.g1.t1
Ee-scaffold14998.g2	scaffold14998.g2.t1
Ee-scaffold3913.g1	scaffold3913.g1.t1
Ee-scaffold3913.g1	scaffold3913.g1.t2
Ee-scaffold3913.g2	scaffold3913.g2.t1
Ee-scaffold3913.g3	scaffold3913.g3.t1
Ee-scaffold3913.g3	scaffold3913.g3.t2
Ee-scaffold3913.g4	scaffold3913.g4.t1
Ee-scaffold3913.g5	scaffold3913.g5.t1
Ee-scaffold3913.g6	scaffold3913.g6.t1
Ee-scaffold3913.g6	scaffold3913.g6.t2
Ee-scaffold3913.g7	scaffold3913.g7.t1
Ee-scaffold3913.g8	scaffold3913.g8.t1
Ee-scaffold3913.g9	scaffold3913.g9.t1
Ee-scaffold3913.g10	scaffold3913.g10.t1
Ee-scaffold3913.g11	scaffold3913.g11.t1
Ee-scaffold3913.g11	scaffold3913.g11.t2
Ee-scaffold3913.g12	scaffold3913.g12.t1
Ee-scaffold3913.g13	scaffold3913.g13.t1
Ee-scaffold5109.g1	scaffold5109.g1.t1
Ee-scaffold5109.g2	scaffold5109.g2.t1
Ee-scaffold5109.g2	scaffold5109.g2.t2
Ee-scaffold5109.g3	scaffold5109.g3.t1
Ee-scaffold5109.g4	scaffold5109.g4.t1
Ee-scaffold5109.g5	scaffold5109.g5.t1
Ee-scaffold5109.g6	scaffold5109.g6.t1
Ee-scaffold24263.g1	scaffold24263.g1.t1
Ee-scaffold24263.g2	scaffold24263.g2.t1
Ee-scaffold13720.g1	scaffold13720.g1.t1
Ee-scaffold13720.g1	scaffold13720.g1.t2
Ee-scaffold13720.g2	scaffold13720.g2.t1
Ee-scaffold13720.g3	scaffold13720.g3.t1
Ee-scaffold13720.g4	scaffold13720.g4.t1
Ee-scaffold13720.g4	scaffold13720.g4.t2
Ee-scaffold13720.g5	scaffold13720.g5.t1
Ee-scaffold11078.g1	scaffold11078.g1.t1
Ee-scaffold11078.g2	scaffold11078.g2.t1
Ee-scaffold11078.g3	scaffold11078.g3.t1
Ee-scaffold11078.g4	scaffold11078.g4.t1
Ee-scaffold11078.g5	scaffold11078.g5.t1
Ee-scaffold11078.g5	scaffold11078.g5.t2
Ee-scaffold11078.g6	scaffold11078.g6.t1
Ee-scaffold11078.g7	scaffold11078.g7.t1
Ee-scaffold4107.g1	scaffold4107.g1.t1
Ee-scaffold4107.g2	scaffold4107.g2.t1
Ee-scaffold4107.g3	scaffold4107.g3.t1
Ee-scaffold4107.g4	scaffold4107.g4.t1
Ee-scaffold4107.g5	scaffold4107.g5.t1
Ee-scaffold4107.g6	scaffold4107.g6.t1
Ee-scaffold4107.g6	scaffold4107.g6.t2
Ee-scaffold4107.g7	scaffold4107.g7.t1
Ee-scaffold4107.g8	scaffold4107.g8.t1
Ee-scaffold4107.g8	scaffold4107.g8.t2
Ee-scaffold4107.g9	scaffold4107.g9.t1
Ee-scaffold6817.g1	scaffold6817.g1.t1
Ee-scaffold6817.g2	scaffold6817.g2.t1
Ee-scaffold6457.g1	scaffold6457.g1.t1
Ee-scaffold6457.g2	scaffold6457.g2.t1
Ee-scaffold6457.g3	scaffold6457.g3.t1
Ee-scaffold6457.g4	scaffold6457.g4.t1
Ee-scaffold6457.g5	scaffold6457.g5.t1
Ee-scaffold6457.g5	scaffold6457.g5.t2
Ee-scaffold6457.g6	scaffold6457.g6.t1
Ee-scaffold6457.g7	scaffold6457.g7.t1
Ee-scaffold9091.g1	scaffold9091.g1.t1
Ee-scaffold9091.g2	scaffold9091.g2.t1
Ee-scaffold9091.g3	scaffold9091.g3.t1
Ee-scaffold9091.g4	scaffold9091.g4.t1
Ee-scaffold9091.g4	scaffold9091.g4.t2
Ee-scaffold9091.g5	scaffold9091.g5.t1
Ee-scaffold9091.g6	scaffold9091.g6.t1
Ee-scaffold9091.g7	scaffold9091.g7.t1
Ee-scaffold9091.g8	scaffold9091.g8.t1
Ee-scaffold9091.g8	scaffold9091.g8.t2
Ee-scaffold9091.g9	scaffold9091.g9.t1
Ee-scaffold8185.g1	scaffold8185.g1.t1
Ee-scaffold8185.g1	scaffold8185.g1.t2
Ee-scaffold8185.g2	scaffold8185.g2.t1
Ee-scaffold8185.g3	scaffold8185.g3.t1
Ee-scaffold8185.g4	scaffold8185.g4.t1
Ee-scaffold6108.g1	scaffold6108.g1.t1
Ee-scaffold6108.g2	scaffold6108.g2.t1
Ee-scaffold6108.g3	scaffold6108.g3.t1
Ee-scaffold6108.g3	scaffold6108.g3.t2
Ee-scaffold6108.g3	scaffold6108.g3.t3
Ee-scaffold6108.g3	scaffold6108.g3.t4
Ee-scaffold6108.g4	scaffold6108.g4.t1
Ee-scaffold6108.g5	scaffold6108.g5.t1
Ee-scaffold2856.g1	scaffold2856.g1.t1
Ee-scaffold2856.g2	scaffold2856.g2.t1
Ee-scaffold2856.g3	scaffold2856.g3.t1
Ee-scaffold2856.g4	scaffold2856.g4.t1
Ee-scaffold2856.g5	scaffold2856.g5.t1
Ee-scaffold2856.g5	scaffold2856.g5.t2
Ee-scaffold8651.g1	scaffold8651.g1.t1
Ee-scaffold8651.g2	scaffold8651.g2.t1
Ee-scaffold8651.g3	scaffold8651.g3.t1
Ee-scaffold8651.g3	scaffold8651.g3.t2
Ee-scaffold8651.g4	scaffold8651.g4.t1
Ee-scaffold8651.g5	scaffold8651.g5.t1
Ee-scaffold8651.g5	scaffold8651.g5.t2
Ee-scaffold8651.g5	scaffold8651.g5.t3
Ee-scaffold8651.g5	scaffold8651.g5.t4
Ee-scaffold8651.g6	scaffold8651.g6.t1
Ee-scaffold8651.g7	scaffold8651.g7.t1
Ee-scaffold6718.g1	scaffold6718.g1.t1
Ee-scaffold6718.g1	scaffold6718.g1.t2
Ee-scaffold6718.g2	scaffold6718.g2.t1
Ee-scaffold6718.g3	scaffold6718.g3.t1
Ee-scaffold6718.g4	scaffold6718.g4.t1
Ee-scaffold19578.g1	scaffold19578.g1.t1
Ee-scaffold19578.g2	scaffold19578.g2.t1
Ee-scaffold19578.g2	scaffold19578.g2.t2
Ee-scaffold19578.g3	scaffold19578.g3.t1
Ee-scaffold19578.g4	scaffold19578.g4.t1
Ee-scaffold19578.g5	scaffold19578.g5.t1
Ee-scaffold19578.g6	scaffold19578.g6.t1
Ee-scaffold19578.g6	scaffold19578.g6.t2
Ee-scaffold19578.g7	scaffold19578.g7.t1
Ee-scaffold19578.g7	scaffold19578.g7.t2
Ee-scaffold19578.g8	scaffold19578.g8.t1
Ee-scaffold19578.g9	scaffold19578.g9.t1
Ee-scaffold19578.g10	scaffold19578.g10.t1
Ee-scaffold19578.g10	scaffold19578.g10.t2
Ee-scaffold19578.g10	scaffold19578.g10.t3
Ee-scaffold19578.g10	scaffold19578.g10.t4
Ee-scaffold19578.g11	scaffold19578.g11.t1
Ee-scaffold11574.g1	scaffold11574.g1.t1
Ee-scaffold11574.g2	scaffold11574.g2.t1
Ee-scaffold11574.g2	scaffold11574.g2.t2
Ee-scaffold11574.g3	scaffold11574.g3.t1
Ee-scaffold11574.g4	scaffold11574.g4.t1
Ee-scaffold11574.g5	scaffold11574.g5.t1
Ee-scaffold11574.g6	scaffold11574.g6.t1
Ee-scaffold11574.g7	scaffold11574.g7.t1
Ee-scaffold11574.g8	scaffold11574.g8.t1
Ee-scaffold11574.g9	scaffold11574.g9.t1
Ee-scaffold11574.g10	scaffold11574.g10.t1
Ee-scaffold10642.g1	scaffold10642.g1.t1
Ee-scaffold10642.g2	scaffold10642.g2.t1
Ee-scaffold10642.g2	scaffold10642.g2.t2
Ee-scaffold10642.g3	scaffold10642.g3.t1
Ee-scaffold10642.g3	scaffold10642.g3.t2
Ee-scaffold10642.g4	scaffold10642.g4.t1
Ee-scaffold10642.g4	scaffold10642.g4.t2
Ee-scaffold10642.g5	scaffold10642.g5.t1
Ee-scaffold10642.g5	scaffold10642.g5.t2
Ee-scaffold10642.g5	scaffold10642.g5.t3
Ee-scaffold25588.g1	scaffold25588.g1.t1
Ee-scaffold25588.g2	scaffold25588.g2.t1
Ee-scaffold25588.g2	scaffold25588.g2.t2
Ee-scaffold25588.g3	scaffold25588.g3.t1
Ee-scaffold25588.g3	scaffold25588.g3.t2
Ee-scaffold7749.g1	scaffold7749.g1.t1
Ee-scaffold8593.g1	scaffold8593.g1.t1
Ee-scaffold8593.g2	scaffold8593.g2.t1
Ee-scaffold8593.g3	scaffold8593.g3.t1
Ee-scaffold8593.g3	scaffold8593.g3.t2
Ee-scaffold13120.g1	scaffold13120.g1.t1
Ee-scaffold13120.g1	scaffold13120.g1.t2
Ee-scaffold13120.g2	scaffold13120.g2.t1
Ee-scaffold13120.g3	scaffold13120.g3.t1
Ee-scaffold13120.g4	scaffold13120.g4.t1
Ee-scaffold13120.g5	scaffold13120.g5.t1
Ee-scaffold13120.g6	scaffold13120.g6.t1
Ee-scaffold13120.g6	scaffold13120.g6.t2
Ee-scaffold13120.g7	scaffold13120.g7.t1
Ee-scaffold13120.g7	scaffold13120.g7.t2
Ee-scaffold13120.g7	scaffold13120.g7.t3
Ee-scaffold15080.g1	scaffold15080.g1.t1
Ee-scaffold15080.g2	scaffold15080.g2.t1
Ee-scaffold15080.g3	scaffold15080.g3.t1
Ee-scaffold15080.g3	scaffold15080.g3.t2
Ee-scaffold15080.g3	scaffold15080.g3.t3
Ee-scaffold15080.g3	scaffold15080.g3.t4
Ee-scaffold15080.g4	scaffold15080.g4.t1
Ee-scaffold20675.g1	scaffold20675.g1.t1
Ee-scaffold20675.g1	scaffold20675.g1.t2
Ee-scaffold20675.g1	scaffold20675.g1.t3
Ee-scaffold20675.g1	scaffold20675.g1.t4
Ee-scaffold20675.g2	scaffold20675.g2.t1
Ee-scaffold20675.g3	scaffold20675.g3.t1
Ee-scaffold20675.g4	scaffold20675.g4.t1
Ee-scaffold20675.g5	scaffold20675.g5.t1
Ee-scaffold3042.g1	scaffold3042.g1.t1
Ee-scaffold3042.g1	scaffold3042.g1.t2
Ee-scaffold3042.g2	scaffold3042.g2.t1
Ee-scaffold3042.g3	scaffold3042.g3.t1
Ee-scaffold3042.g3	scaffold3042.g3.t2
Ee-scaffold3042.g3	scaffold3042.g3.t3
Ee-scaffold3042.g4	scaffold3042.g4.t1
Ee-scaffold3042.g5	scaffold3042.g5.t1
Ee-scaffold3042.g6	scaffold3042.g6.t1
Ee-scaffold7134.g1	scaffold7134.g1.t1
Ee-scaffold7134.g2	scaffold7134.g2.t1
Ee-scaffold7134.g3	scaffold7134.g3.t1
Ee-scaffold7134.g4	scaffold7134.g4.t1
Ee-scaffold7134.g5	scaffold7134.g5.t1
Ee-scaffold19260.g1	scaffold19260.g1.t1
Ee-scaffold19260.g1	scaffold19260.g1.t2
Ee-scaffold19260.g1	scaffold19260.g1.t3
Ee-scaffold19260.g1	scaffold19260.g1.t4
Ee-scaffold19260.g1	scaffold19260.g1.t5
Ee-scaffold19260.g1	scaffold19260.g1.t6
Ee-scaffold19260.g2	scaffold19260.g2.t1
Ee-scaffold19260.g3	scaffold19260.g3.t1
